Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDC97,9.734912470985858,reg,0.05892257268820414,Dairy,128.11087108365328,OUT045,1998,Small,Tier 3,Supermarket Type1,1566.0376839259409
FDE89,,Regular,0.0,Soft Drinks,46.62583348657287,OUT049,1997,Small,Tier 1,Supermarket Type2,233.78124647777406
FDZ64,20.4448435780864,Low Fat,0.013087493010594605,Meat,235.46887914496403,OUT039,1997,Small,Tier 1,Supermarket Type1,3324.8830111278035
FDT13,,Low Fat,0.03761142365032194,Soft Drinks,170.62908566241444,OUT035,2009,nan,Tier 1,Supermarket Type1,1838.8229662373346
FDX33,19.246149133684256,Low Fat,0.2273756997344416,Frozen Foods,56.614058900863,OUT030,2007,nan,Tier 3,Supermarket Type1,1110.274546419253
FDB39,14.230099220979335,Low Fat,0.04443507970509447,Baking Goods,147.51403261665396,OUT046,2009,High,Tier 2,Supermarket Type1,1949.0879797245784
FDR28,14.02271306808998,Low Fat,0.012222519983983703,Frozen Foods,144.36849266814843,OUT040,1985,nan,Tier 2,Grocery Store,771.4408413983396
FDS58,,LF,0.22641410762682385,Fruits and Vegetables,43.8924298223732,OUT026,1999,Medium,Tier 1,Supermarket Type2,687.6772380045714
FDN92,6.110305374466934,Low Fat,0.018756712735043424,Household,169.5777318286779,OUT026,1998,Small,Tier 2,Supermarket Type3,5099.655908223381
FDV33,6.438029627778571,Low Fat,0.00783643480858776,Frozen Foods,215.91507175195983,OUT043,2009,Small,Tier 3,Grocery Store,932.8976764514872
FDM85,14.614592090545377,Low Fat,0.06110823726466349,Baking Goods,202.27185247714996,OUT033,1997,Small,Tier 2,Supermarket Type1,2855.1967265001763
FDZ40,,low fat,0.10898781051609505,Household,76.68296525776216,OUT042,1999,Medium,Tier 1,Supermarket Type2,1444.5249441206265
FDD73,19.67628906524289,Regular,0.17145879093026686,Frozen Foods,228.32728179746863,OUT013,2007,Medium,Tier 1,Grocery Store,716.0123984550252
FDS57,11.505448597751556,Regular,0.014715572578215872,Snack Foods,108.7846981016507,OUT018,1999,nan,Tier 2,Supermarket Type1,1391.9133300652163
FDM64,7.292503339242257,Low Fat,0.03312076466548917,Meat,247.6969270071465,OUT011,2009,Small,Tier 1,Supermarket Type1,3672.0038817806694
FDQ64,16.435501336032576,low fat,0.16047128310047717,Fruits and Vegetables,46.502031771914154,OUT044,1987,High,Tier 3,Supermarket Type1,1059.7416005327182
FDA27,9.693654743056157,Low Fat,0.0,Dairy,141.82799835956382,OUT047,2002,Medium,Tier 3,Supermarket Type1,2592.610633116813
FDT56,13.40752491769429,low fat,0.11755496922488062,Dairy,167.3386067508363,OUT024,1999,nan,Tier 3,Supermarket Type1,3069.632059532112
FDK66,16.16532456808272,Regular,0.06271688087728214,Household,86.95952264915908,OUT012,2009,nan,Tier 3,Supermarket Type3,1735.2954300096512
FDV54,19.404225779233126,Low Fat,0.04543256541684602,Baking Goods,207.4174434056524,OUT040,2004,nan,Tier 1,Grocery Store,822.8687399021153
FDA26,17.675059116826816,Low Fat,0.1286909400772148,Snack Foods,174.18600635646493,OUT032,2007,Medium,Tier 1,Supermarket Type1,2642.221890777418
FDF13,15.821777085963586,Regular,0.03531881669645985,Fruits and Vegetables,34.16517057622978,OUT021,2004,Small,Tier 2,Supermarket Type1,379.41732669428416
FDT56,15.874130918322297,Low Fat,0.017308659161298066,Fruits and Vegetables,169.92477586013425,OUT017,1999,Medium,Tier 1,Supermarket Type1,1711.4185928068691
FDO79,20.134794304513385,low fat,0.062082814332302366,Meat,143.03999391624268,OUT030,1999,Small,Tier 2,Supermarket Type1,2227.598656627053
FDO87,,Low Fat,0.13141353688488042,Baking Goods,75.08671639180676,OUT030,1998,Medium,Tier 1,Supermarket Type1,668.8426674702868
FDK18,5.0177935071389985,Low Fat,0.05737016128858094,Dairy,259.0220922236918,OUT041,1987,Small,Tier 2,Grocery Store,1131.433279663578
FDZ25,,Low Fat,0.08241427897005384,Meat,236.34730481035143,OUT026,2009,Medium,Tier 2,Supermarket Type3,5101.3857462799815
FDE70,8.486262074027904,Low Fat,0.09600982462710651,Frozen Foods,97.2767698566846,OUT046,1997,nan,Tier 3,Supermarket Type1,2529.9253862908713
FDJ59,,Low Fat,0.03273283752662134,Soft Drinks,154.44631178368175,OUT033,1997,Small,Tier 2,Supermarket Type1,2766.4279920030003
FDC86,,Low Fat,0.14382432208713603,Fruits and Vegetables,102.79549217936687,OUT017,1997,nan,Tier 2,Supermarket Type1,1862.4127278985434
FDK79,14.495382123275581,Regular,0.05207078137710076,Dairy,208.36402287629795,OUT027,2007,Small,Tier 2,Supermarket Type1,3611.445259427834
FDQ60,5.259895091351259,Low Fat,0.18822805358978922,Meat,243.97622963518467,OUT020,2002,Small,Tier 2,Supermarket Type1,3486.63404909026
FDU28,,reg,0.10183509419891457,Household,112.53057959030822,OUT019,1985,Medium,Tier 2,Grocery Store,319.80133169207124
FDJ44,,Regular,0.19958192936240682,Soft Drinks,215.28437730303432,OUT035,1997,nan,Tier 3,Supermarket Type3,3223.220045930569
FDN35,15.640895824106098,low fat,0.0833205961968319,Meat,144.6337348240371,OUT015,1998,High,Tier 2,Supermarket Type3,3659.9429267869236
FDS78,13.905254856034453,Low Fat,0.0320577796440694,Household,121.21306910166278,OUT026,1987,High,Tier 2,Grocery Store,628.5552230064678
FDE93,10.483694806846515,Low Fat,0.305646186793932,Dairy,245.83702598271705,OUT032,2002,Small,Tier 2,Supermarket Type3,4961.3861532988885
FDQ30,7.153220273665724,Low Fat,0.04595884100365075,Dairy,147.39307840537722,OUT046,1985,Small,Tier 1,Supermarket Type3,2838.499218523858
FDJ73,6.510702362567695,Regular,0.06499464734053949,Soft Drinks,137.5044150592169,OUT037,1985,Small,Tier 1,Supermarket Type2,1662.0198125700656
FDE79,18.304293329795577,low fat,0.023540483076967506,Household,184.6599124513389,OUT025,2007,Medium,Tier 3,Supermarket Type1,2370.343415369303
FDZ13,19.694360673304928,Low Fat,0.11364720545837423,Fruits and Vegetables,90.08386623420542,OUT021,1998,nan,Tier 2,Supermarket Type1,1099.0640988680589
FDG48,15.396608748228793,Low Fat,0.10802855675747924,Snack Foods,104.70236028131262,OUT030,1985,nan,Tier 2,Supermarket Type1,1738.5823060124576
FDR44,6.654945837767734,low fat,0.14134609881500776,Snack Foods,244.37054233488323,OUT033,2004,Small,Tier 1,Supermarket Type1,4196.592505574401
FDA33,,Low Fat,0.07815028276905264,Dairy,186.06186445049676,OUT037,2009,High,Tier 2,Grocery Store,833.7200817247051
FDY79,,Regular,0.0506511936315264,Baking Goods,220.1265439873313,OUT046,2004,Medium,Tier 3,Supermarket Type1,3935.075538362199
FDI63,,Regular,0.05465631194430581,Fruits and Vegetables,92.35570524514881,OUT030,1985,Small,Tier 2,Supermarket Type1,2571.040935139068
FDN69,6.8914979566574175,low fat,0.2865676932078553,Fruits and Vegetables,155.07174368387058,OUT042,1985,Medium,Tier 3,Supermarket Type1,2525.7926762284987
FDL69,5.000491501526119,Low Fat,0.10501846148989832,Snack Foods,253.4211414075846,OUT011,1985,Medium,Tier 1,Supermarket Type1,3770.536731899198
FDY40,,Low Fat,0.040360577846164356,Meat,103.30189677649005,OUT046,2007,High,Tier 3,Supermarket Type1,386.39701755928627
FDT33,10.70553881577929,Regular,0.208075284796214,Frozen Foods,66.90958955291963,OUT028,2004,Small,Tier 3,Supermarket Type1,1305.6728463477418
FDY45,9.071701305892164,LF,0.1313478926567008,Meat,147.5037818916727,OUT037,1997,nan,Tier 3,Supermarket Type1,2243.7990742510156
FDU39,5.206359516632407,Low Fat,0.10842615422582115,Dairy,119.19885040672152,OUT024,1997,Medium,Tier 3,Supermarket Type1,1831.7632282837787
FDX39,13.644790508183995,Low Fat,0.018065993969484783,Fruits and Vegetables,66.70276354094412,OUT010,1997,Small,Tier 3,Supermarket Type1,889.176565877871
FDV16,18.618411766815708,Regular,0.031419699656571404,Meat,234.36681802177463,OUT037,1987,Medium,Tier 3,Supermarket Type1,3298.1093059185305
FDC64,20.322106340361408,LF,0.08870541973355386,Household,257.8664994273689,OUT044,1998,nan,Tier 3,Supermarket Type2,3368.487833967461
FDN19,14.051919209812628,low fat,0.12334648195425213,Household,160.7739015586995,OUT041,2004,High,Tier 3,Supermarket Type1,2815.3806877224642
FDP25,,reg,0.09305544466925927,Frozen Foods,208.1756567258944,OUT037,2009,High,Tier 3,Supermarket Type1,1768.1754851547587
FDV98,6.360902167827858,Low Fat,0.23463473936092788,Household,227.5788249956489,OUT018,1997,Small,Tier 1,Supermarket Type2,3635.381964188695
FDM79,13.781964824681596,Low Fat,0.10120472517198759,Frozen Foods,191.22586138502018,OUT033,2004,Medium,Tier 3,Supermarket Type1,2110.5180544014042
FDL82,11.079665263446314,Regular,0.05598642326691995,Household,40.15589129569818,OUT013,1998,Medium,Tier 3,Supermarket Type1,1241.872964826156
FDM65,14.714164494137231,low fat,0.20520911475232362,Frozen Foods,66.25587329486808,OUT012,1985,Small,Tier 2,Supermarket Type3,1241.2360413831275
FDK93,11.219621566024747,Low Fat,0.04264302997948859,Frozen Foods,46.32751396481889,OUT031,1999,High,Tier 2,Supermarket Type1,974.6433685178981
FDR66,8.844785975205868,Low Fat,0.09192610339218794,Frozen Foods,32.27230952767301,OUT049,2007,Medium,Tier 2,Supermarket Type1,579.7688654347662
FDU77,6.519444403654024,Regular,0.11043265732266931,Fruits and Vegetables,100.3791740141644,OUT048,1997,Medium,Tier 3,Grocery Store,630.9087245684299
FDR42,10.038695113422332,Low Fat,0.08186912274429271,Household,120.24187091075873,OUT034,1998,Small,Tier 1,Supermarket Type3,4089.176112651584
FDG79,6.5463173486040365,Low Fat,0.08159622790210395,Fruits and Vegetables,85.43683843726292,OUT031,1997,Medium,Tier 1,Supermarket Type1,1861.2493338607928
FDO91,7.830351213183743,Regular,0.08739518466353509,Snack Foods,44.859069059853816,OUT043,2007,nan,Tier 2,Grocery Store,294.6602902294233
FDX84,20.797378537272735,Regular,0.026770373144955183,Dairy,151.86851089243584,OUT029,2007,nan,Tier 2,Grocery Store,640.8417842630022
FDT97,12.105656910505898,Regular,0.05792852332431463,Frozen Foods,92.86344359014258,OUT045,1998,nan,Tier 3,Supermarket Type1,1635.6386612662695
FDO57,13.509948264080265,Low Fat,0.035290201618853,Dairy,213.08854561861932,OUT046,1987,High,Tier 1,Supermarket Type2,3710.6210510415103
FDG30,18.977896459795446,Regular,0.05050283664625859,Household,31.852102973814674,OUT048,1997,Small,Tier 1,Supermarket Type1,284.771059719787
FDJ35,20.929102407851005,Regular,0.03760079047538363,Household,223.78122179615036,OUT036,1997,High,Tier 2,Supermarket Type1,3390.857696971117
FDL23,14.323431189514904,Regular,0.33451433952196274,Household,249.5933461575701,OUT041,1998,Small,Tier 1,Supermarket Type2,3362.6757048446157
FDY46,17.999581136706745,Regular,0.0,Frozen Foods,194.711064525321,OUT038,1987,nan,Tier 2,Supermarket Type1,3354.13630717201
FDZ30,10.231056389386804,Low Fat,0.044043829136349695,Dairy,198.7381350103903,OUT041,1987,nan,Tier 2,Grocery Store,969.5191755677624
FDR78,9.891903319156658,Low Fat,0.06294976985174874,Meat,244.71933166862863,OUT033,1997,High,Tier 3,Grocery Store,910.6687600430345
FDC96,,Low Fat,0.013694976485915288,Dairy,78.08639561908029,OUT012,1985,Small,Tier 2,Supermarket Type3,2010.3736628033503
FDZ46,15.760116202778386,Low Fat,0.08373867340046172,Household,258.7500806879726,OUT036,2007,nan,Tier 3,Supermarket Type1,3783.519027161311
FDX58,15.91506702808158,Regular,0.10997786214730654,Meat,207.90067677706463,OUT018,2002,nan,Tier 1,Supermarket Type1,3182.098265953826
FDS98,10.043830954391213,low fat,0.278109415915921,Frozen Foods,197.11126291539256,OUT049,1997,High,Tier 1,Grocery Store,781.972679500073
FDU21,7.131358786186059,Regular,0.0834435167984799,Meat,113.05083316891732,OUT032,1985,Small,Tier 2,Supermarket Type1,2354.5372391239835
FDY70,15.118340103448137,Regular,0.0889082351322237,Soft Drinks,155.52882164329043,OUT016,1997,Medium,Tier 2,Supermarket Type1,2005.4029688418686
FDI42,7.053213795020232,Low Fat,0.042065663607955744,Snack Foods,180.40109130286982,OUT026,1985,Small,Tier 3,Grocery Store,1130.6354125646965
FDR77,,Low Fat,0.11264639947392135,Fruits and Vegetables,172.67885810295968,OUT046,1997,Medium,Tier 3,Supermarket Type1,2665.0601039103894
FDJ80,16.094754048900946,Low Fat,0.10922721434752487,Snack Foods,192.14646684984356,OUT016,1998,Medium,Tier 1,Supermarket Type1,2735.4199816923638
FDV42,16.209783942311226,Low Fat,0.017083131745690847,Household,48.94779998803445,OUT039,2002,nan,Tier 1,Supermarket Type1,958.6906831296214
FDQ33,17.055553770553548,Low Fat,0.002528040709206545,Fruits and Vegetables,111.79913955129025,OUT022,2004,Small,Tier 2,Supermarket Type1,1831.545255423851
FDB37,18.965750745050634,Regular,0.1307922906006585,Soft Drinks,129.82000381695974,OUT027,2004,High,Tier 2,Supermarket Type1,2937.115219461846
FDZ52,,reg,0.1049502506133569,Fruits and Vegetables,89.94473851124229,OUT040,2009,Small,Tier 3,Supermarket Type1,1581.4913840778647
FDI48,16.68398703247314,Low Fat,0.026790118813351388,Household,69.70427216192147,OUT031,2007,Medium,Tier 2,Supermarket Type1,118.37990767010103
FDV58,14.906763765853388,Low Fat,0.12489205791531471,Soft Drinks,61.95332037995844,OUT023,1998,nan,Tier 3,Grocery Store,183.6354272943907
FDQ79,7.986239036762921,Regular,0.028287624567710855,Fruits and Vegetables,114.26818021901458,OUT027,2002,High,Tier 1,Supermarket Type1,2119.1838453869664
FDN79,5.411034317910531,Low Fat,0.10014285049823575,Frozen Foods,143.49159112939014,OUT044,1985,Medium,Tier 1,Supermarket Type2,2065.4873434805218
FDB74,9.55266217083094,low fat,0.04860207999907142,Dairy,44.48458123373196,OUT026,2007,Small,Tier 2,Supermarket Type1,416.22564326393956
FDJ94,12.08853930140191,Regular,0.21425166523370479,Meat,247.6853617558264,OUT028,2002,Medium,Tier 3,Supermarket Type2,3380.062087489875
FDE11,14.8736951108585,LF,0.10169548981733276,Snack Foods,206.00596425797443,OUT040,1987,Small,Tier 2,Supermarket Type3,3945.1409374203017
FDV66,18.599349288051286,Low Fat,0.04811319330793815,Soft Drinks,198.0959078326573,OUT048,2007,Medium,Tier 2,Supermarket Type1,3098.7383542852604
FDB83,,Regular,0.15214780285632207,Dairy,69.7579207474072,OUT045,1998,Small,Tier 3,Supermarket Type2,713.8154266460573
FDB25,,Low Fat,0.15055730158048472,Household,168.87417664280346,OUT024,2009,nan,Tier 2,Supermarket Type1,3205.5103225179773
FDP60,20.41567915958924,Regular,0.15409433061481803,Meat,151.83673776599352,OUT038,1998,Small,Tier 3,Supermarket Type1,1863.1006569041597
FDG95,6.728712950022514,Low Fat,0.16073839295230796,Snack Foods,255.96783453093957,OUT049,1985,Small,Tier 3,Grocery Store,956.4988930924593
FDL97,12.655857121715027,Low Fat,0.11905399884248355,Soft Drinks,201.96450711843633,OUT025,2004,High,Tier 2,Grocery Store,905.9869050382625
FDO49,,Regular,0.008187745581121224,Meat,162.42523325473317,OUT042,1999,nan,Tier 3,Supermarket Type1,1418.5652854835953
FDF69,13.661990734519012,Regular,0.2596789470888663,Baking Goods,225.6869132881281,OUT034,1999,nan,Tier 1,Supermarket Type3,3273.372540820583
FDJ73,,low fat,0.07151577747030426,Frozen Foods,65.67168229796317,OUT025,1998,nan,Tier 1,Supermarket Type1,1297.3919065516307
FDS72,5.91243062405791,Regular,0.07462970643677004,Baking Goods,33.49980182892475,OUT039,2002,Small,Tier 1,Supermarket Type2,529.8384842186144
FDQ73,6.687734839376571,Regular,0.04884368564392478,Soft Drinks,188.75366668534033,OUT043,1985,Small,Tier 1,Supermarket Type1,1788.1429334884174
FDG30,14.3694029419618,Low Fat,0.19124144453219963,Soft Drinks,52.61163585456462,OUT011,1997,nan,Tier 2,Supermarket Type2,834.5885307525991
FDT35,13.709518202149138,Regular,0.07167748802801478,Fruits and Vegetables,56.54973719620712,OUT049,2004,nan,Tier 1,Supermarket Type1,702.3773941323552
FDD95,8.739852672587908,Regular,0.2729182147289156,Meat,201.27656707764203,OUT047,2007,High,Tier 1,Supermarket Type3,3386.273239037567
FDO94,15.204386269529465,low fat,0.04153004670409939,Baking Goods,92.22301415081749,OUT027,2009,Medium,Tier 1,Grocery Store,524.6870184779934
FDO95,18.12108003289039,LF,0.004825153573042992,Snack Foods,174.58517958084536,OUT014,1985,Small,Tier 1,Supermarket Type1,3378.027282019041
FDT23,5.6652633575455,Low Fat,0.1035744674460715,Baking Goods,241.00359300133215,OUT049,1998,nan,Tier 2,Supermarket Type2,4577.542209391922
FDI49,12.970079096768679,low fat,0.1292816186513306,Meat,102.78914227670741,OUT015,1987,Small,Tier 1,Grocery Store,511.58199259986316
FDZ37,,Low Fat,0.12109384457073193,Baking Goods,79.94315630318133,OUT021,1987,High,Tier 3,Supermarket Type1,1210.360640147498
FDZ72,9.036990833114993,Low Fat,0.06897222125472029,Snack Foods,54.50946326044189,OUT021,1985,nan,Tier 3,Supermarket Type1,1704.7398373314113
FDB34,9.924334484690386,Regular,0.052966655953594,Dairy,60.006343126537004,OUT021,1999,High,Tier 2,Supermarket Type1,1026.2623419077443
FDX12,14.818206447830141,Low Fat,0.09365085657513844,Frozen Foods,44.31121993713383,OUT018,1987,Small,Tier 2,Supermarket Type1,494.34005241478116
FDH53,19.36696469509979,Regular,0.04330974680757374,Baking Goods,50.157747130840235,OUT031,1998,Small,Tier 2,Supermarket Type1,424.3991826743539
FDA51,17.958790724846388,Low Fat,0.114206736138797,Frozen Foods,129.3610554261054,OUT025,2009,Small,Tier 1,Supermarket Type1,2217.2862916509202
FDT15,14.330083505593336,Low Fat,0.07336169387138929,Baking Goods,103.79896035551303,OUT013,1997,High,Tier 2,Supermarket Type1,738.6654171856535
FDG61,16.683547484115987,Regular,0.22767575954189764,Household,192.50898729428954,OUT012,2007,Medium,Tier 1,Supermarket Type1,3467.429015367604
FDW98,10.837159523324779,Regular,0.020162815156031216,Dairy,230.15558139681042,OUT025,2002,Small,Tier 2,Supermarket Type3,4135.444000578533
FDR52,15.255448449580124,LF,0.047990632217852686,Fruits and Vegetables,210.4978367227484,OUT023,1999,Small,Tier 3,Grocery Store,820.0735182007085
FDS78,12.458905458040912,Regular,0.10365527917213926,Soft Drinks,152.0465690331,OUT047,1987,Small,Tier 3,Supermarket Type2,2435.290981194472
FDS20,8.038978183320975,Regular,0.06167623541863608,Snack Foods,53.561686733510285,OUT013,1997,nan,Tier 1,Supermarket Type1,1676.2292701588135
FDX21,16.227812382036113,Low Fat,0.15576018173162895,Baking Goods,193.2464753065573,OUT011,2007,nan,Tier 2,Supermarket Type1,2764.3935393347138
FDJ17,13.903434197581152,Low Fat,0.062142783954770374,Snack Foods,113.45060668718092,OUT019,2009,Medium,Tier 3,Supermarket Type1,1176.3482236325815
FDX50,10.737945311257462,Low Fat,0.0575133567871418,Fruits and Vegetables,49.69959060054434,OUT020,2004,nan,Tier 1,Supermarket Type2,1279.2186612626715
FDD94,,Regular,0.0,Fruits and Vegetables,223.76727365890392,OUT048,1985,High,Tier 3,Supermarket Type1,3136.042742724435
FDH64,5.334945885227732,Regular,0.10055236640624705,Dairy,107.78979895197628,OUT035,2002,nan,Tier 2,Supermarket Type1,777.2495130315162
FDI56,10.052370419991936,Low Fat,0.08971975791822574,Snack Foods,80.1972314776614,OUT046,2004,High,Tier 1,Grocery Store,451.80567918562633
FDO57,,Regular,0.13597405350822375,Soft Drinks,230.43397486233394,OUT035,2002,nan,Tier 3,Supermarket Type1,3345.397918911564
FDN91,17.264437059546033,Regular,0.19704810980099485,Household,237.49078974281113,OUT013,1987,Small,Tier 2,Grocery Store,1032.1093039038483
FDJ69,16.23371926582068,Low Fat,0.026274578215102394,Fruits and Vegetables,107.96329255405877,OUT035,2009,Medium,Tier 1,Grocery Store,596.3940431769471
FDT79,,Low Fat,0.15849230613258178,Household,111.60432643471589,OUT047,1997,nan,Tier 3,Supermarket Type1,2087.9041002993195
FDL11,15.810606435313169,low fat,0.029402163056975038,Soft Drinks,163.31456134412315,OUT037,2002,Small,Tier 3,Supermarket Type3,3110.9364010054733
FDG89,11.334995619135197,Regular,0.031223512380745402,Soft Drinks,198.69154357645138,OUT011,2002,Small,Tier 1,Supermarket Type1,3041.5435503480508
FDC12,17.10006066275895,low fat,0.03300786698941854,Frozen Foods,44.524316438578595,OUT011,2007,Small,Tier 2,Supermarket Type3,166.92362162656588
FDR49,12.266938603787297,Low Fat,0.0,Dairy,166.46904115334848,OUT025,1998,Small,Tier 1,Supermarket Type1,2368.475291185095
FDF42,11.596475645306649,reg,0.08290654433113429,Snack Foods,249.14861421022377,OUT032,2002,Small,Tier 3,Grocery Store,989.5368370336499
FDA17,19.955678647812817,Low Fat,0.13603250337746775,Meat,90.28159635138934,OUT032,1985,High,Tier 3,Supermarket Type2,1249.073825492559
FDE41,9.014065598251204,Low Fat,0.021110903612299343,Snack Foods,239.03025924229476,OUT022,2009,Small,Tier 3,Supermarket Type1,3380.6285428765555
FDP13,6.927157439945047,reg,0.20029126772277134,Baking Goods,248.53871837551154,OUT030,2009,Small,Tier 2,Supermarket Type2,3637.149446945294
FDF28,14.35268981215133,Low Fat,0.0,Dairy,91.90533742335063,OUT048,2004,nan,Tier 3,Supermarket Type3,814.3047120202932
FDI21,20.509148996546863,Regular,0.006853624783107551,Snack Foods,203.46642915363063,OUT034,1985,High,Tier 3,Supermarket Type3,3589.525834339075
FDK55,11.045427419634986,Low Fat,0.02151038059834471,Household,84.9182519134988,OUT046,1997,Small,Tier 1,Supermarket Type2,1165.377627127136
FDW25,5.992588218060504,Regular,0.024437823080264084,Frozen Foods,199.65056719839052,OUT022,1999,Medium,Tier 3,Supermarket Type2,3741.968711683465
FDA72,10.42888427695308,LF,0.14853044229490786,Snack Foods,213.40659339642997,OUT024,1998,High,Tier 1,Supermarket Type1,3567.1109007810605
FDM30,13.094906469112935,Low Fat,0.15147014332808129,Dairy,86.85731185344937,OUT037,1999,nan,Tier 3,Grocery Store,455.95713109424105
FDM43,7.590768106115419,Regular,0.08649538302019119,Soft Drinks,194.64999502414403,OUT012,2004,Small,Tier 1,Supermarket Type2,2622.0247285268397
FDD37,15.529635488903873,Low Fat,0.09663414538792203,Frozen Foods,216.78404393874067,OUT032,2009,nan,Tier 1,Grocery Store,833.8462570916446
FDF68,20.96399022416321,Regular,0.0,Fruits and Vegetables,112.4731405845897,OUT013,1985,nan,Tier 1,Supermarket Type2,1999.4339326667687
FDW36,12.227831615703101,Low Fat,0.117907622189732,Frozen Foods,68.5716384776372,OUT012,1999,nan,Tier 1,Supermarket Type1,446.08684002783934
FDE34,10.675656907683402,Low Fat,0.07534509950743412,Frozen Foods,51.15185048302812,OUT048,1997,Small,Tier 2,Supermarket Type1,1583.2425405456052
FDC77,11.411266669351466,Low Fat,0.12178829140662088,Baking Goods,162.33779183028665,OUT017,1997,Small,Tier 3,Supermarket Type1,2413.3616909483517
FDY29,6.842338854323218,Low Fat,0.04528234771314714,Baking Goods,254.96256744261404,OUT034,1987,Medium,Tier 2,Supermarket Type1,4831.73542652306
FDB35,19.132377622819583,LF,0.024284333517666738,Meat,219.2785736051097,OUT021,2002,Small,Tier 3,Supermarket Type1,4140.858284728882
FDE70,11.637210488341632,Low Fat,0.09410871550793275,Soft Drinks,130.24311695494714,OUT014,2002,Small,Tier 1,Supermarket Type2,2164.2982615837723
FDI59,11.196390582797461,Low Fat,0.05979301601232225,Baking Goods,153.4228076566405,OUT042,1997,Small,Tier 3,Supermarket Type1,2492.1839854872983
FDF92,,Low Fat,0.04484315908874627,Frozen Foods,94.29141364471836,OUT034,1985,High,Tier 1,Supermarket Type1,1091.8676364384785
FDL20,,Low Fat,0.07860869196926466,Baking Goods,67.50514949281461,OUT034,2004,Small,Tier 3,Supermarket Type1,1673.5900766778368
FDB56,15.371735500925537,Regular,0.06699403159463667,Fruits and Vegetables,140.87866639342286,OUT044,1987,Small,Tier 1,Supermarket Type1,1922.4882422898247
FDL82,5.9831406420926,reg,0.06441646106930922,Household,136.60536021845257,OUT024,2007,nan,Tier 3,Supermarket Type1,1204.8801121090692
FDU97,18.01957349955564,Low Fat,0.11443980798684675,Household,150.04388914486486,OUT035,1997,Small,Tier 3,Supermarket Type2,2827.6196536445723
FDB95,20.04806324607044,low fat,0.05650831143904337,Household,249.14505467970636,OUT019,1985,Medium,Tier 3,Supermarket Type1,4010.0547465868963
FDC85,15.380246178550175,Regular,0.012655658708607253,Dairy,168.89591903329762,OUT033,2009,High,Tier 1,Supermarket Type1,2275.970094843217
FDZ30,20.273054861740974,Low Fat,0.11368742055432733,Household,169.32752242314598,OUT044,1999,nan,Tier 3,Supermarket Type3,4008.5814499527337
FDX71,7.422917029919413,Regular,0.05750009861702106,Household,59.44569545804766,OUT038,1985,nan,Tier 1,Supermarket Type1,908.0434485966778
FDA94,12.638659031685659,Regular,0.07646734483297897,Dairy,259.1924392206687,OUT047,2002,Medium,Tier 2,Grocery Store,1388.099113166032
FDC61,14.628907743127156,Regular,0.06800735067016186,Frozen Foods,207.75433717397377,OUT014,1997,nan,Tier 3,Supermarket Type3,3919.2531290675242
FDB50,14.307786358738987,low fat,0.05403512820112657,Frozen Foods,231.7567691416211,OUT033,1998,Medium,Tier 1,Supermarket Type1,4221.353392276788
FDS56,11.423388465424692,Low Fat,0.04122073421569965,Frozen Foods,125.28909472112863,OUT028,2007,High,Tier 1,Supermarket Type1,2544.4086735082224
FDR67,10.409350549860182,LF,0.13973983415034263,Fruits and Vegetables,145.48946203069374,OUT018,1999,Small,Tier 1,Supermarket Type1,1862.098773692356
FDK66,7.029184360806701,Regular,0.01727803897623331,Soft Drinks,150.0792761073236,OUT035,2002,High,Tier 2,Supermarket Type1,2461.477180166391
FDW57,11.267879208996451,Low Fat,0.02672075204570059,Baking Goods,74.6417440366092,OUT034,1998,Medium,Tier 1,Supermarket Type1,1393.5165985376993
FDV26,,Regular,0.04172345739293417,Meat,188.58250595520016,OUT044,2002,High,Tier 2,Supermarket Type1,4318.060682800879
FDE20,16.749850823875494,Low Fat,0.08589662728178778,Baking Goods,237.68464643201503,OUT045,1997,High,Tier 2,Supermarket Type1,3174.903341845672
FDO44,8.34129496791344,reg,0.0,Frozen Foods,67.65233817183636,OUT023,1985,Small,Tier 1,Grocery Store,15.611737341433432
FDA93,5.937044884552542,Regular,0.09409670514233946,Frozen Foods,49.85320290181784,OUT015,2002,Medium,Tier 3,Supermarket Type1,257.2658223633417
FDP43,,Low Fat,0.07604343724900672,Household,199.7903482742787,OUT041,1985,High,Tier 2,Supermarket Type2,3102.4369914954464
FDB49,,Low Fat,0.13484108533879255,Household,92.83642128478587,OUT035,1997,Small,Tier 1,Supermarket Type2,1904.9226251018406
FDX37,18.950608980488088,Regular,0.0,Snack Foods,173.48838457198576,OUT024,2007,Medium,Tier 2,Supermarket Type1,2157.5388950076144
FDO48,14.23170579868291,Low Fat,0.14498818275329337,Baking Goods,190.02441773820155,OUT040,2004,High,Tier 1,Supermarket Type1,2754.740760239454
FDF82,,Low Fat,0.016531680283624846,Frozen Foods,104.03947562381902,OUT046,2007,nan,Tier 1,Supermarket Type1,1339.1723668671348
FDT10,17.84819010442113,Low Fat,0.045083544808558834,Baking Goods,217.4832574079304,OUT047,1987,Small,Tier 2,Supermarket Type2,2690.7275046233326
FDH96,13.644462290998737,Low Fat,0.08435383197193025,Snack Foods,156.49746588626988,OUT046,2004,Medium,Tier 1,Supermarket Type1,2649.113940873585
